Ticker,Sector,Industry
20MICRONS.NS,Process Industries,Chemicals: Specialty
21STCENMGM.NS,Finance,Investment Banks/Brokers
360ONE.NS,Finance,Investment Managers
3BBLACKBIO.NS,Process Industries,Chemicals: Agricultural
3IINFOLTD.NS,Technology Services,Information Technology Services
3MINDIA.NS,Producer Manufacturing,Industrial Conglomerates
3PLAND.NS,Finance,Real Estate Development
5PAISA.NS,Finance,Investment Banks/Brokers
63MOONS.NS,Technology Services,Packaged Software
A2ZINFRA.NS,Industrial Services,Engineering & Construction
AAATECH.NS,Technology Services,Information Technology Services
AADHARHFC.NS,Finance,Finance/Rental/Leasing
AAKAAR.NS,Distribution Services,Medical Distributors
AAKASH.NS,Energy Minerals,Oil & Gas Production
AARADHYA.NS,Process Industries,Containers/Packaging
AAREYDRUGS.NS,Health Technology,Pharmaceuticals: Major
AARNAV.NS,Finance,Investment Banks/Brokers
AARON.NS,Producer Manufacturing,Building Products
AARTECH.NS,Commercial Services,Miscellaneous Commercial Services
AARTIDRUGS.NS,Health Technology,Pharmaceuticals: Major
AARTIIND.NS,Process Industries,Chemicals: Major Diversified
AARTIPHARM.NS,Health Technology,Pharmaceuticals: Major
AARTISURF.NS,Process Industries,Chemicals: Major Diversified
AARVI.NS,Commercial Services,Personnel Services
AASTHA.NS,Process Industries,Textiles
AATMAJ.NS,Health Services,Hospital/Nursing Management
AAVAS.NS,Finance,Finance/Rental/Leasing
ABAN.NS,Industrial Services,Contract Drilling
ABANSENT.NS,Distribution Services,Wholesale Distributors
ABB.NS,Producer Manufacturing,Electrical Products
ABBOTINDIA.NS,Health Technology,Pharmaceuticals: Major
ABCAPITAL.NS,Finance,Multi-Line Insurance
ABCOTS.NS,Consumer Non-Durables,Apparel/Footwear
ABDL.NS,Consumer Non-Durables,Beverages: Alcoholic
ABFRL.NS,Retail Trade,Apparel/Footwear Retail
ABH.NS,Health Services,Hospital/Nursing Management
ABHAPOWER.NS,Non-Energy Minerals,Steel
ABINFRA.NS,Industrial Services,Engineering & Construction
ABLBL.NS,Retail Trade,Apparel/Footwear Retail
ABMINTLLTD.NS,Industrial Services,Engineering & Construction
ABMKNO.NS,Technology Services,Packaged Software
ABREL.NS,Process Industries,Textiles
ABSLAMC.NS,Technology Services,Internet Software/Services
ABSMARINE.NS,Transportation,Marine Shipping
ACC.NS,Non-Energy Minerals,Construction Materials
ACCELYA.NS,Technology Services,Packaged Software
ACCENTMIC.NS,Health Technology,Pharmaceuticals: Major
ACCORD.NS,Industrial Services,Engineering & Construction
ACCPL.NS,Health Technology,Pharmaceuticals: Major
ACCURACY.NS,Transportation,Air Freight/Couriers
ACE.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
ACEINTEG.NS,Technology Services,Data Processing Services
ACETEC.NS,Commercial Services,Miscellaneous Commercial Services
ACGL.NS,Producer Manufacturing,Auto Parts: OEM
ACI.NS,Process Industries,Chemicals: Major Diversified
ACL.NS,Non-Energy Minerals,Construction Materials
ACMESOLAR.NS,Industrial Services,Engineering & Construction
ACSTECH.NS,Process Industries,Textiles
ACTIVEINFR.NS,Industrial Services,Engineering & Construction
ACUTAAS.NS,Health Technology,Pharmaceuticals: Major
ADANIENSOL.NS,Utilities,Electric Utilities
ADANIENT.NS,Distribution Services,Wholesale Distributors
ADANIGREEN.NS,Utilities,Alternative Power Generation
ADANIPORTS.NS,Transportation,Other Transportation
ADANIPOWER.NS,Utilities,Electric Utilities
ADDICTIVE.NS,Technology Services,Internet Software/Services
ADDIND.NS,Process Industries,Textiles
ADFFOODS.NS,Consumer Non-Durables,Food: Specialty/Candy
ADISOFT.NS,Producer Manufacturing,Industrial Machinery
ADL.NS,Commercial Services,Miscellaneous Commercial Services
ADOR.NS,Producer Manufacturing,Miscellaneous Manufacturing
ADROITINFO.NS,Commercial Services,Miscellaneous Commercial Services
ADSL.NS,Technology Services,Information Technology Services
ADVAIT.NS,Producer Manufacturing,Electrical Products
ADVANCE.NS,Process Industries,Chemicals: Agricultural
ADVANIHOTR.NS,Consumer Services,Hotels/Resorts/Cruise lines
ADVENTHTL.NS,Industrial Services,Engineering & Construction
ADVENZYMES.NS,Consumer Non-Durables,Food: Specialty/Candy
ADVIKCA.NS,Finance,Investment Managers
AEGISLOG.NS,Distribution Services,Wholesale Distributors
AEGISVOPAK.NS,Transportation,Air Freight/Couriers
AEPL.NS,Producer Manufacturing,Electrical Products
AEQUS.NS,Electronic Technology,Aerospace & Defense
AEROENTER.NS,Producer Manufacturing,Industrial Machinery
AEROFLEX.NS,Producer Manufacturing,Industrial Machinery
AERON.NS,Producer Manufacturing,Miscellaneous Manufacturing
AERONEU.NS,Process Industries,Containers/Packaging
AEROPLANE.NS,Process Industries,Agricultural Commodities/Milling
AESTHETIK.NS,Consumer Durables,Home Furnishings
AETHER.NS,Process Industries,Chemicals: Major Diversified
AFCONS.NS,Industrial Services,Engineering & Construction
AFFLE.NS,Technology Services,Packaged Software
AFFORDABLE.NS,Producer Manufacturing,Industrial Machinery
AFIL.NS,Technology Services,Internet Software/Services
AFSL.NS,Finance,Investment Managers
AGARIND.NS,Process Industries,Chemicals: Specialty
AGARWALEYE.NS,Health Services,Medical/Nursing Services
AGARWALFT.NS,Distribution Services,Wholesale Distributors
AGARWALTUF.NS,Process Industries,Industrial Specialties
AGI.NS,Process Industries,Containers/Packaging
AGIIL.NS,Finance,Real Estate Development
AGL.NS,Transportation,Air Freight/Couriers
AGNI.NS,Utilities,Electric Utilities
AGRITECH.NS,Process Industries,Agricultural Commodities/Milling
AGROPHOS.NS,Process Industries,Chemicals: Agricultural
AGSTRA.NS,Commercial Services,Miscellaneous Commercial Services
AGUL.NS,Non-Energy Minerals,Steel
AHCL.NS,Health Technology,Pharmaceuticals: Major
AHIMSA.NS,Process Industries,Containers/Packaging
AHLADA.NS,Producer Manufacturing,Building Products
AHLEAST.NS,Consumer Services,Hotels/Resorts/Cruise lines
AHLUCONT.NS,Industrial Services,Engineering & Construction
AHLWEST.NS,Consumer Services,Hotels/Resorts/Cruise lines
AIAENG.NS,Producer Manufacturing,Industrial Machinery
AIIL.NS,Finance,Financial Conglomerates
AILIMITED.NS,Transportation,Other Transportation
AIMTRON.NS,Electronic Technology,Electronic Components
AIRAN.NS,Technology Services,Information Technology Services
AIROLAM.NS,Non-Energy Minerals,Forest Products
AISL.NS,Commercial Services,Personnel Services
AJANTPHARM.NS,Health Technology,Pharmaceuticals: Major
AJAXENGG.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
AJMERA.NS,Finance,Real Estate Development
AJOONI.NS,Miscellaneous,Miscellaneous
AKANKSHA.NS,Producer Manufacturing,Electrical Products
AKASH.NS,Industrial Services,Engineering & Construction
AKCAPIT.NS,Finance,Investment Banks/Brokers
AKG.NS,Distribution Services,Wholesale Distributors
AKI.NS,Process Industries,Textiles
AKIKO.NS,Finance,Finance/Rental/Leasing
AKSHAR.NS,Process Industries,Textiles
AKSHARCHEM.NS,Process Industries,Chemicals: Specialty
AKSHOPTFBR.NS,Electronic Technology,Telecommunications Equipment
AKUMS.NS,Health Technology,Biotechnology
ALANKIT.NS,Technology Services,Internet Software/Services
ALBERTDAVD.NS,Health Technology,Pharmaceuticals: Major
ALCODIS.NS,Consumer Non-Durables,Beverages: Alcoholic
ALEMBICLTD.NS,Health Technology,Pharmaceuticals: Major
ALFREDHE.NS,Producer Manufacturing,Industrial Machinery
ALGOQUANT.NS,Finance,Investment Banks/Brokers
ALICON.NS,Producer Manufacturing,Auto Parts: OEM
ALIVUS.NS,Health Technology,Pharmaceuticals: Major
ALKALI.NS,Process Industries,Chemicals: Specialty
ALKEM.NS,Health Technology,Pharmaceuticals: Major
ALKYLAMINE.NS,Process Industries,Chemicals: Specialty
ALLCARGO.NS,Transportation,Air Freight/Couriers
ALLDIGI.NS,Commercial Services,Miscellaneous Commercial Services
ALLETEC.NS,Technology Services,Information Technology Services
ALLTIME.NS,Producer Manufacturing,Miscellaneous Manufacturing
ALMONDZ.NS,Finance,Investment Banks/Brokers
ALOKINDS.NS,Process Industries,Textiles
ALPA.NS,Health Technology,Pharmaceuticals: Major
ALPEXSOLAR.NS,Electronic Technology,Semiconductors
ALPHAGEO.NS,Industrial Services,Oilfield Services/Equipment
ALPINETEX.NS,Process Industries,Textiles
ALUFLUOR.NS,Non-Energy Minerals,Aluminum
ALUWIND.NS,Producer Manufacturing,Building Products
AMAGI.NS,Technology Services,Packaged Software
AMAL.NS,Process Industries,Chemicals: Specialty
AMANTA.NS,Health Technology,Pharmaceuticals: Major
AMARJOTHI.NS,Process Industries,Textiles
AMBAAUTO.NS,Retail Trade,Specialty Stores
AMBALALSA.NS,Health Technology,Pharmaceuticals: Major
AMBANIORGO.NS,Process Industries,Chemicals: Specialty
AMBER.NS,Producer Manufacturing,Industrial Machinery
AMBICAAGAR.NS,Process Industries,Chemicals: Major Diversified
AMBIKCO.NS,Process Industries,Textiles
AMBUJACEM.NS,Non-Energy Minerals,Construction Materials
AMCL.NS,Non-Energy Minerals,Aluminum
AMDIND.NS,Producer Manufacturing,Miscellaneous Manufacturing
AMEYA.NS,Producer Manufacturing,Industrial Machinery
AMIABLE.NS,Transportation,Air Freight/Couriers
AMJLAND.NS,Finance,Real Estate Development
AMNPLST.NS,Process Industries,Chemicals: Specialty
AMRUTANJAN.NS,Health Technology,Pharmaceuticals: Other
ANANDRATHI.NS,Finance,Investment Managers
ANANTAM.NS,Miscellaneous,Investment Trusts/Mutual Funds
ANANTRAJ.NS,Consumer Durables,Homebuilding
ANAWIL.NS,Producer Manufacturing,Metal Fabrication
ANDHRAPAP.NS,Process Industries,Pulp & Paper
ANDHRSUGAR.NS,Process Industries,Chemicals: Specialty
ANDREWYU.NS,Producer Manufacturing,Industrial Machinery
ANGELONE.NS,Finance,Investment Banks/Brokers
ANIKINDS.NS,Distribution Services,Wholesale Distributors
ANKITMETAL.NS,Non-Energy Minerals,Steel
ANLON.NS,Distribution Services,Wholesale Distributors
ANMOL.NS,Distribution Services,Wholesale Distributors
ANNAPURNA.NS,Consumer Non-Durables,Food: Specialty/Candy
ANNU.NS,Industrial Services,Engineering & Construction
ANONDITA.NS,Producer Manufacturing,Miscellaneous Manufacturing
ANSALAPI.NS,Finance,Real Estate Development
ANSALBU.NS,Consumer Durables,Homebuilding
ANTELOPUS.NS,Energy Minerals,Integrated Oil
ANTGRAPHIC.NS,Process Industries,Containers/Packaging
ANTHEM.NS,Health Technology,Biotechnology
ANUHPHR.NS,Health Technology,Pharmaceuticals: Major
ANUP.NS,Producer Manufacturing,Industrial Machinery
ANURAS.NS,Health Technology,Pharmaceuticals: Major
ANYA.NS,Process Industries,Chemicals: Agricultural
ANZEN.NS,Miscellaneous,Investment Trusts/Mutual Funds
APARINDS.NS,Electronic Technology,Electronic Equipment/Instruments
APCL.NS,Non-Energy Minerals,Construction Materials
APCOTEXIND.NS,Process Industries,Chemicals: Specialty
APEX.NS,Consumer Non-Durables,Food: Meat/Fish/Dairy
APEXECO.NS,Utilities,Water Utilities
APLAPOLLO.NS,Non-Energy Minerals,Steel
APLLTD.NS,Health Technology,Pharmaceuticals: Major
APOLLO.NS,Electronic Technology,Electronic Production Equipment
APOLLOHOSP.NS,Health Services,Hospital/Nursing Management
APOLLOPIPE.NS,Producer Manufacturing,Miscellaneous Manufacturing
APOLLOTYRE.NS,Consumer Durables,Automotive Aftermarket
APOLSINHOT.NS,Consumer Services,Hotels/Resorts/Cruise lines
APOORVA.NS,Finance,Financial Conglomerates
APRAMEYA.NS,Distribution Services,Wholesale Distributors
APS.NS,Electronic Technology,Semiconductors
APSISAERO.NS,Producer Manufacturing,Industrial Machinery
APTECHT.NS,Commercial Services,Miscellaneous Commercial Services
APTUS.NS,Finance,Finance/Rental/Leasing
AQYLON.NS,Consumer Services,Movies/Entertainment
ARABIAN.NS,Process Industries,Industrial Specialties
ARCHIDPLY.NS,Producer Manufacturing,Building Products
ARCHIES.NS,Retail Trade,Specialty Stores
ARCIIL.NS,Non-Energy Minerals,Steel
ARCL.NS,Process Industries,Chemicals: Specialty
ARDEE.NS,Non-Energy Minerals,Other Metals/Minerals
ARE&M.NS,Producer Manufacturing,Electrical Products
ARENTERP.NS,Non-Energy Minerals,Construction Materials
ARFIN.NS,Non-Energy Minerals,Aluminum
ARHAM.NS,Consumer Durables,Electronics/Appliances
ARIES.NS,Process Industries,Chemicals: Agricultural
ARIHANT.NS,Finance,Real Estate Development
ARIHANTACA.NS,Commercial Services,Miscellaneous Commercial Services
ARIHANTCAP.NS,Finance,Investment Banks/Brokers
ARIHANTSUP.NS,Finance,Real Estate Development
ARIS.NS,Technology Services,Packaged Software
ARISTO.NS,Process Industries,Chemicals: Agricultural
ARKADE.NS,Consumer Durables,Homebuilding
ARMANFIN.NS,Finance,Finance/Rental/Leasing
ARMOUR.NS,Commercial Services,Miscellaneous Commercial Services
AROGRANITE.NS,Non-Energy Minerals,Construction Materials
ARROWGREEN.NS,Process Industries,Containers/Packaging
ARSHIYA.NS,Commercial Services,Miscellaneous Commercial Services
ARSSBL.NS,Finance,Investment Banks/Brokers
ARTEMISMED.NS,Health Services,Hospital/Nursing Management
ARTNIRMAN.NS,Consumer Durables,Homebuilding
ARUNAYA.NS,Process Industries,Chemicals: Specialty
ARVEE.NS,Process Industries,Chemicals: Specialty
ARVIND.NS,Process Industries,Textiles
ARVINDFASN.NS,Retail Trade,Apparel/Footwear Retail
ARVINDPORT.NS,Transportation,Other Transportation
ARVSMART.NS,Finance,Real Estate Development
ARYAMAN.NS,Finance,Investment Banks/Brokers
ASAHIINDIA.NS,Consumer Durables,Home Furnishings
ASAHISONG.NS,Process Industries,Chemicals: Specialty
ASAL.NS,Producer Manufacturing,Auto Parts: OEM
ASALCBR.NS,Consumer Non-Durables,Beverages: Alcoholic
ASCOM.NS,Finance,Finance/Rental/Leasing
ASHALOG.NS,Transportation,Air Freight/Couriers
ASHAPURMIN.NS,Non-Energy Minerals,Other Metals/Minerals
ASHIANA.NS,Finance,Real Estate Development
ASHIKAG.NS,Miscellaneous,Miscellaneous
ASHIMASYN.NS,Process Industries,Textiles
ASHOKA.NS,Industrial Services,Engineering & Construction
ASHOKAMET.NS,Producer Manufacturing,Metal Fabrication
ASHOKLEY.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
ASHUTOSH.NS,Process Industries,Textiles
ASHWINI.NS,Transportation,Trucking
ASIANENE.NS,Energy Minerals,Oil & Gas Production
ASIANHOTNR.NS,Consumer Services,Hotels/Resorts/Cruise lines
ASIANPAINT.NS,Process Industries,Industrial Specialties
ASIANTILES.NS,Producer Manufacturing,Building Products
ASIANTNE.NS,Non-Energy Minerals,Forest Products
ASKAUTOLTD.NS,Producer Manufacturing,Auto Parts: OEM
ASMS.NS,Electronic Technology,Semiconductors
ASPINWALL.NS,Transportation,Air Freight/Couriers
ASPIRE.NS,Distribution Services,Wholesale Distributors
ASSAMENT.NS,Finance,Investment Banks/Brokers
ASTAR.NS,Commercial Services,Miscellaneous Commercial Services
ASTEC.NS,Process Industries,Chemicals: Agricultural
ASTERDM.NS,Health Services,Hospital/Nursing Management
ASTRAL.NS,Producer Manufacturing,Miscellaneous Manufacturing
ASTRAMICRO.NS,Electronic Technology,Telecommunications Equipment
ASTRAZEN.NS,Health Technology,Pharmaceuticals: Major
ASTRON.NS,Process Industries,Containers/Packaging
ATALREAL.NS,Consumer Durables,Homebuilding
ATAM.NS,Producer Manufacturing,Industrial Machinery
ATCENERGY.NS,Producer Manufacturing,Electrical Products
ATGL.NS,Utilities,Gas Distributors
ATHERENERG.NS,Consumer Durables,Motor Vehicles
ATL.NS,Transportation,Marine Shipping
ATLANTAA.NS,Industrial Services,Engineering & Construction
ATLANTAELE.NS,Producer Manufacturing,Electrical Products
ATLASCYCLE.NS,Consumer Durables,Motor Vehicles
ATLPP.E1.NS,Transportation,Marine Shipping
ATMASTCO.NS,Producer Manufacturing,Metal Fabrication
ATUL.NS,Process Industries,Chemicals: Agricultural
ATULAUTO.NS,Consumer Durables,Motor Vehicles
AUBANK.NS,Finance,Regional Banks
AUGMONT.NS,Retail Trade,Specialty Stores
AURIONPRO.NS,Technology Services,Information Technology Services
AUROIMPEX.NS,Producer Manufacturing,Industrial Machinery
AUROPHARMA.NS,Health Technology,Pharmaceuticals: Other
AURUM.NS,Technology Services,Packaged Software
AURUS.NS,Consumer Durables,Other Consumer Specialties
AUSL.NS,Non-Energy Minerals,Steel
AUSOMENT.NS,Finance,Investment Banks/Brokers
AUSTENG.NS,Producer Manufacturing,Metal Fabrication
AUTOAXLES.NS,Producer Manufacturing,Auto Parts: OEM
AUTOIND.NS,Producer Manufacturing,Auto Parts: OEM
AVADHSUGAR.NS,Process Industries,Agricultural Commodities/Milling
AVALON.NS,Electronic Technology,Electronic Production Equipment
AVANA.NS,Producer Manufacturing,Electrical Products
AVANCE.NS,Technology Services,Packaged Software
AVANTEL.NS,Electronic Technology,Telecommunications Equipment
AVANTIFEED.NS,Process Industries,Agricultural Commodities/Milling
AVATAR.NS,Producer Manufacturing,Building Products
AVG.NS,Transportation,Air Freight/Couriers
AVIANSH.NS,Process Industries,Textiles
AVIENCE.NS,Health Technology,Medical Specialties
AVL.NS,Retail Trade,Electronics/Appliance Stores
AVONMORE.NS,Finance,Investment Managers
AVPINFRA.NS,Industrial Services,Engineering & Construction
AVROIND.NS,Consumer Durables,Home Furnishings
AVSL.NS,Process Industries,Agricultural Commodities/Milling
AVTNPL.NS,Consumer Non-Durables,Food: Specialty/Candy
AWFIS.NS,Finance,Real Estate Development
AWHCL.NS,Transportation,Trucking
AWL.NS,Process Industries,Agricultural Commodities/Milling
AXISBANK.NS,Finance,Major Banks
AXISCADES.NS,Commercial Services,Miscellaneous Commercial Services
AXITA.NS,Process Industries,Agricultural Commodities/Milling
AXTEL.NS,Producer Manufacturing,Industrial Machinery
AYE.NS,Finance,Finance/Rental/Leasing
AYMSYNTEX.NS,Process Industries,Textiles
AZAD.NS,Producer Manufacturing,Metal Fabrication
AZADIND.NS,Non-Energy Minerals,Steel
BABAFP.NS,Process Industries,Agricultural Commodities/Milling
BAFNAPH.NS,Health Technology,Pharmaceuticals: Major
BAGDIGITAL.NS,Consumer Services,Broadcasting
BAGFILMS.NS,Consumer Services,Broadcasting
BAGMANE.RR.NS,Finance,Real Estate Investment Trusts
BAHETI.NS,Producer Manufacturing,Metal Fabrication
BAIDFIN.NS,Finance,Finance/Rental/Leasing
BAJAJCON.NS,Consumer Non-Durables,Household/Personal Care
BAJAJELEC.NS,Consumer Durables,Electronics/Appliances
BAJAJFINSV.NS,Finance,Life/Health Insurance
BAJAJHCARE.NS,Health Technology,Pharmaceuticals: Major
BAJAJHFL.NS,Finance,Finance/Rental/Leasing
BAJAJHIND.NS,Process Industries,Agricultural Commodities/Milling
BAJAJHLDNG.NS,Finance,Financial Conglomerates
BAJAJINDEF.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
BAJAJST.NS,Process Industries,Agricultural Commodities/Milling
BAJAJ_AUTO.NS,Consumer Durables,Motor Vehicles
BAJEL.NS,Industrial Services,Engineering & Construction
BAJFINANCE.NS,Finance,Finance/Rental/Leasing
BALAJEE.NS,Process Industries,Containers/Packaging
BALAJIPHOS.NS,Process Industries,Chemicals: Agricultural
BALAJITELE.NS,Consumer Services,Movies/Entertainment
BALAMINES.NS,Process Industries,Chemicals: Specialty
BALAXI.NS,Distribution Services,Medical Distributors
BALCO.NS,Producer Manufacturing,Miscellaneous Manufacturing
BALKRISHNA.NS,Process Industries,Pulp & Paper
BALKRISIND.NS,Consumer Durables,Automotive Aftermarket
BALMLAWRIE.NS,Producer Manufacturing,Industrial Conglomerates
BALPHARMA.NS,Health Technology,Pharmaceuticals: Major
BALRAMCHIN.NS,Process Industries,Agricultural Commodities/Milling
BALUFORGE.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
BANARBEADS.NS,Consumer Durables,Other Consumer Specialties
BANARISUG.NS,Process Industries,Agricultural Commodities/Milling
BANCOINDIA.NS,Producer Manufacturing,Industrial Machinery
BANDHANBNK.NS,Finance,Major Banks
BANG.NS,Consumer Non-Durables,Apparel/Footwear
BANKA.NS,Industrial Services,Environmental Services
BANKBARODA.NS,Finance,Major Banks
BANKINDIA.NS,Finance,Major Banks
BANSALWIRE.NS,Non-Energy Minerals,Steel
BANSWRAS.NS,Process Industries,Textiles
BARFLEX.NS,Process Industries,Containers/Packaging
BASF.NS,Process Industries,Chemicals: Specialty
BASILIC.NS,Consumer Services,Movies/Entertainment
BASML.NS,Process Industries,Textiles
BATAINDIA.NS,Consumer Non-Durables,Apparel/Footwear
BATLIBOI.NS,Producer Manufacturing,Industrial Machinery
BAWEJA.NS,Consumer Services,Movies/Entertainment
BAYERCROP.NS,Process Industries,Chemicals: Agricultural
BBL.NS,Producer Manufacturing,Electrical Products
BBOX.NS,Technology Services,Information Technology Services
BBTC.NS,Consumer Non-Durables,Food: Major Diversified
BBTCL.NS,Process Industries,Containers/Packaging
BCG.NS,Technology Services,Packaged Software
BCLIND.NS,Consumer Non-Durables,Food: Major Diversified
BCONCEPTS.NS,Consumer Durables,Home Furnishings
BCPL.NS,Industrial Services,Engineering & Construction
BDL.NS,Electronic Technology,Aerospace & Defense
BEACON.NS,Miscellaneous,Investment Trusts/Mutual Funds
BEARDSELL.NS,Process Industries,Industrial Specialties
BECTORFOOD.NS,Consumer Non-Durables,Food: Specialty/Candy
BEDMUTHA.NS,Non-Energy Minerals,Steel
BEEKAY.NS,Non-Energy Minerals,Steel
BEL.NS,Electronic Technology,Aerospace & Defense
BELLACASA.NS,Consumer Durables,Home Furnishings
BELRISE.NS,Producer Manufacturing,Auto Parts: OEM
BEML.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
BENARAS.NS,Consumer Services,Hotels/Resorts/Cruise lines
BENGALASM.NS,Consumer Durables,Automotive Aftermarket
BEPL.NS,Process Industries,Industrial Specialties
BERGEPAINT.NS,Process Industries,Industrial Specialties
BESTAGRO.NS,Process Industries,Chemicals: Agricultural
BETA.NS,Health Technology,Pharmaceuticals: Major
BEWLTD.NS,Producer Manufacturing,Industrial Machinery
BFINVEST.NS,Finance,Financial Conglomerates
BFUTILITIE.NS,Industrial Services,Engineering & Construction
BGLOBAL.NS,Commercial Services,Miscellaneous Commercial Services
BGRENERGY.NS,Industrial Services,Engineering & Construction
BHADORA.NS,Producer Manufacturing,Electrical Products
BHAGCHEM.NS,Process Industries,Chemicals: Agricultural
BHAGERIA.NS,Process Industries,Chemicals: Specialty
BHAGYANGR.NS,Producer Manufacturing,Electrical Products
BHANDARI.NS,Consumer Non-Durables,Apparel/Footwear
BHARATCOAL.NS,Energy Minerals,Coal
BHARATFORG.NS,Producer Manufacturing,Metal Fabrication
BHARATGEAR.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
BHARATRAS.NS,Process Industries,Chemicals: Agricultural
BHARATSE.NS,Producer Manufacturing,Auto Parts: OEM
BHARATWIRE.NS,Producer Manufacturing,Metal Fabrication
BHARTIARTL.NS,Communications,Wireless Telecommunications
BHARTIHEXA.NS,Communications,Wireless Telecommunications
BHEL.NS,Producer Manufacturing,Electrical Products
BI.NS,Process Industries,Containers/Packaging
BIGBLOC.NS,Non-Energy Minerals,Construction Materials
BIKAJI.NS,Consumer Non-Durables,Food: Specialty/Candy
BIKEWO.NS,Retail Trade,Specialty Stores
BIL.NS,Consumer Non-Durables,Consumer Sundries
BILVYAPAR.NS,Consumer Durables,Home Furnishings
BIMETAL.NS,Producer Manufacturing,Auto Parts: OEM
BIOCON.NS,Health Technology,Pharmaceuticals: Major
BIOFILCHEM.NS,Health Technology,Pharmaceuticals: Major
BIOPOL.NS,Process Industries,Chemicals: Major Diversified
BIRET.RR.NS,Finance,Real Estate Investment Trusts
BIRLACABLE.NS,Producer Manufacturing,Electrical Products
BIRLACORPN.NS,Non-Energy Minerals,Construction Materials
BIRLAMONEY.NS,Finance,Investment Banks/Brokers
BIRLANU.NS,Non-Energy Minerals,Forest Products
BIRLAPREC.NS,Producer Manufacturing,Industrial Machinery
BLACKBUCK.NS,Technology Services,Packaged Software
BLACKROSE.NS,Distribution Services,Wholesale Distributors
BLAL.NS,Finance,Investment Managers
BLBLIMITED.NS,Finance,Investment Banks/Brokers
BLEL.NS,Non-Energy Minerals,Steel
BLIL.NS,Commercial Services,Miscellaneous Commercial Services
BLISSGVS.NS,Health Technology,Pharmaceuticals: Major
BLKASHYAP.NS,Industrial Services,Engineering & Construction
BLS.NS,Technology Services,Data Processing Services
BLSE.NS,Technology Services,Internet Software/Services
BLUECHIP.NS,Finance,Finance/Rental/Leasing
BLUECLOUDS.NS,Process Industries,Agricultural Commodities/Milling
BLUECOAST.NS,Consumer Services,Hotels/Resorts/Cruise lines
BLUEDART.NS,Transportation,Air Freight/Couriers
BLUEJET.NS,Health Technology,Pharmaceuticals: Major
BLUEPEBBLE.NS,Commercial Services,Miscellaneous Commercial Services
BLUESTARCO.NS,Producer Manufacturing,Industrial Machinery
BLUESTONE.NS,Retail Trade,Specialty Stores
BLUEWATER.NS,Transportation,Air Freight/Couriers
BLUSPRING.NS,Commercial Services,Miscellaneous Commercial Services
BMETRICS.NS,Industrial Services,Engineering & Construction
BMLL.NS,Health Technology,Pharmaceuticals: Major
BMWVENTLTD.NS,Distribution Services,Wholesale Distributors
BNAGROCHEM.NS,Process Industries,Agricultural Commodities/Milling
BNALTD.NS,Process Industries,Agricultural Commodities/Milling
BODALCHEM.NS,Process Industries,Industrial Specialties
BOHRAIND.NS,Process Industries,Chemicals: Agricultural
BOMDYEING.NS,Process Industries,Textiles
BONLON.NS,Producer Manufacturing,Electrical Products
BORANA.NS,Process Industries,Textiles
BOROLTD.NS,Producer Manufacturing,Miscellaneous Manufacturing
BORORENEW.NS,Process Industries,Industrial Specialties
BOROSCI.NS,Process Industries,Containers/Packaging
BOSCHLTD.NS,Producer Manufacturing,Auto Parts: OEM
BOSCH_HCIL.NS,Consumer Durables,Electronics/Appliances
BOSS.NS,Producer Manufacturing,Industrial Machinery
BPCL.NS,Energy Minerals,Oil Refining/Marketing
BPL.NS,Electronic Technology,Telecommunications Equipment
BPLPHARMA.NS,Health Technology,Pharmaceuticals: Major
BRACEPORT.NS,Transportation,Air Freight/Couriers
BRAHMINFRA.NS,Industrial Services,Engineering & Construction
BRANDMAN.NS,Retail Trade,Apparel/Footwear Retail
BRIGADE.NS,Finance,Real Estate Development
BRIGHOTEL.NS,Consumer Services,Hotels/Resorts/Cruise lines
BRIGHTBR.NS,Process Industries,Industrial Specialties
BRITANNIA.NS,Consumer Non-Durables,Food: Specialty/Candy
BRNL.NS,Industrial Services,Engineering & Construction
BROOKS.NS,Health Technology,Pharmaceuticals: Major
BSE.NS,Finance,Investment Banks/Brokers
BSHSL.NS,Process Industries,Chemicals: Agricultural
BSL.NS,Process Industries,Textiles
BSOFT.NS,Technology Services,Packaged Software
BTML.NS,Consumer Services,Movies/Entertainment
BTTL.NS,Process Industries,Textiles
BUILDPRO.NS,Distribution Services,Wholesale Distributors
BULKCORP.NS,Process Industries,Containers/Packaging
BURNPUR.NS,Non-Energy Minerals,Construction Materials
BUTTERFLY.NS,Consumer Durables,Electronics/Appliances
BVCL.NS,Non-Energy Minerals,Construction Materials
BYKE.NS,Consumer Services,Hotels/Resorts/Cruise lines
C2C.NS,Technology Services,Packaged Software
CADSYS.NS,Technology Services,Packaged Software
CALSOFT.NS,Technology Services,Information Technology Services
CAMLINFINE.NS,Process Industries,Chemicals: Specialty
CAMPUS.NS,Consumer Non-Durables,Apparel/Footwear
CAMS.NS,Technology Services,Information Technology Services
CANARYS.NS,Technology Services,Information Technology Services
CANBK.NS,Finance,Major Banks
