Ticker,Sector,Industry
ROLEXRINGS.NS,Producer Manufacturing,Metal Fabrication
ROLLT.NS,Process Industries,Containers/Packaging
ROML.NS,Process Industries,Agricultural Commodities/Milling
ROSSARI.NS,Process Industries,Chemicals: Specialty
ROSSELLIND.NS,Electronic Technology,Aerospace & Defense
ROSSTECH.NS,Electronic Technology,Telecommunications Equipment
ROTO.NS,Producer Manufacturing,Industrial Machinery
ROUTE.NS,Communications,Major Telecommunications
ROXHITECH.NS,Technology Services,Information Technology Services
ROYALARC.NS,Producer Manufacturing,Industrial Machinery
RPEL.NS,Process Industries,Chemicals: Major Diversified
RPGLIFE.NS,Health Technology,Pharmaceuticals: Major
RPOWER.NS,Utilities,Electric Utilities
RPPINFRA.NS,Industrial Services,Engineering & Construction
RPPL.NS,Process Industries,Containers/Packaging
RPSGVENT.NS,Finance,Financial Conglomerates
RPTECH.NS,Distribution Services,Electronics Distributors
RRECL.NS,Finance,Real Estate Development
RRIL.NS,Process Industries,Textiles
RRKABEL.NS,Producer Manufacturing,Electrical Products
RSDFIN.NS,Finance,Financial Conglomerates
RSL.NS,Non-Energy Minerals,Steel
RSSOFTWARE.NS,Technology Services,Packaged Software
RSWM.NS,Process Industries,Textiles
RSYSTEMS.NS,Technology Services,Information Technology Services
RTL.NS,Communications,Specialty Telecommunications
RTNINDIA.NS,Commercial Services,Miscellaneous Commercial Services
RTNPOWER.NS,Utilities,Electric Utilities
RTSPOWR.NS,Producer Manufacturing,Electrical Products
RUBFILA.NS,Process Industries,Industrial Specialties
RUBICON.NS,Health Technology,Biotechnology
RUBYMILLS.NS,Process Industries,Textiles
RUCHINFRA.NS,Transportation,Other Transportation
RUCHIRA.NS,Process Industries,Pulp & Paper
RUDRA.NS,Non-Energy Minerals,Steel
RULKA.NS,Industrial Services,Engineering & Construction
RUPA.NS,Consumer Non-Durables,Apparel/Footwear
RUSHIL.NS,Non-Energy Minerals,Forest Products
RUSTOMJEE.NS,Finance,Real Estate Development
RVHL.NS,Consumer Durables,Homebuilding
RVNL.NS,Industrial Services,Engineering & Construction
RVTH.NS,Industrial Services,Oilfield Services/Equipment
S&SPOWER.NS,Producer Manufacturing,Electrical Products
SAAKSHI.NS,Producer Manufacturing,Electrical Products
SAATVIKGL.NS,Producer Manufacturing,Industrial Machinery
SAB.NS,Industrial Services,Engineering & Construction
SABAR.NS,Process Industries,Containers/Packaging
SACHEEROME.NS,Consumer Non-Durables,Household/Personal Care
SADBHAV.NS,Industrial Services,Engineering & Construction
SADBHIN.NS,Transportation,Other Transportation
SADHAV.NS,Transportation,Other Transportation
SADHNANIQ.NS,Process Industries,Chemicals: Specialty
SAFARI.NS,Consumer Durables,Other Consumer Specialties
SAFEENTP.NS,Producer Manufacturing,Office Equipment/Supplies
SAGARDEEP.NS,Non-Energy Minerals,Other Metals/Minerals
SAGCEM.NS,Non-Energy Minerals,Construction Materials
SAGILITY.NS,Commercial Services,Miscellaneous Commercial Services
SAHAJSOLAR.NS,Electronic Technology,Semiconductors
SAHANA.NS,Technology Services,Information Technology Services
SAHASRA.NS,Electronic Technology,Electronic Production Equipment
SAHLIBHFI.NS,Finance,Finance/Rental/Leasing
SAHYADRI.NS,Non-Energy Minerals,Construction Materials
SAICAPI.NS,Finance,Investment Banks/Brokers
SAIFL.NS,Finance,Financial Conglomerates
SAIL.NS,Non-Energy Minerals,Steel
SAILIFE.NS,Commercial Services,Miscellaneous Commercial Services
SAIPARENT.NS,Health Technology,Pharmaceuticals: Major
SAJHOTELS.NS,Consumer Services,Hotels/Resorts/Cruise lines
SAKAR.NS,Health Technology,Pharmaceuticals: Major
SAKHTISUG.NS,Process Industries,Agricultural Commodities/Milling
SAKSOFT.NS,Technology Services,Information Technology Services
SAKUMA.NS,Distribution Services,Food Distributors
SALASAR.NS,Producer Manufacturing,Metal Fabrication
SALONA.NS,Process Industries,Textiles
SALSTEEL.NS,Non-Energy Minerals,Steel
SALZERELEC.NS,Producer Manufacturing,Electrical Products
SAMAY.NS,Industrial Services,Engineering & Construction
SAMBANDAM.NS,Process Industries,Textiles
SAMBHAAV.NS,Consumer Services,Publishing: Newspapers
SAMBHV.NS,Non-Energy Minerals,Steel
SAMHI.NS,Consumer Services,Hotels/Resorts/Cruise lines
SAMMAANCAP.NS,Finance,Finance/Rental/Leasing
SAMPANN.NS,Producer Manufacturing,Miscellaneous Manufacturing
SANATHAN.NS,Process Industries,Textiles
SANDESH.NS,Consumer Services,Publishing: Newspapers
SANDHAR.NS,Consumer Durables,Motor Vehicles
SANDUMA.NS,Non-Energy Minerals,Other Metals/Minerals
SANGAMIND.NS,Process Industries,Textiles
SANGANI.NS,Health Services,Hospital/Nursing Management
SANGHVIMOV.NS,Finance,Finance/Rental/Leasing
SANGINITA.NS,Process Industries,Chemicals: Specialty
SANOFI.NS,Health Technology,Pharmaceuticals: Major
SANOFICONR.NS,Health Technology,Pharmaceuticals: Major
SANSERA.NS,Producer Manufacturing,Auto Parts: OEM
SANSTAR.NS,Consumer Non-Durables,Food: Major Diversified
SANWARIA.NS,Process Industries,Agricultural Commodities/Milling
SAPPHIRE.NS,Consumer Services,Restaurants
SAPPL.NS,Process Industries,Pulp & Paper
SARDAEN.NS,Non-Energy Minerals,Steel
SAREGAMA.NS,Consumer Services,Movies/Entertainment
SARLAPOLY.NS,Process Industries,Textiles
SAROJA.NS,Distribution Services,Wholesale Distributors
SARTELE.NS,Finance,Finance/Rental/Leasing
SARVESHWAR.NS,Process Industries,Agricultural Commodities/Milling
SASKEN.NS,Technology Services,Information Technology Services
SATECH.NS,Technology Services,Information Technology Services
SATIA.NS,Process Industries,Pulp & Paper
SATIN.NS,Finance,Finance/Rental/Leasing
SATIPOLY.NS,Process Industries,Chemicals: Specialty
SATKARTAR.NS,Health Technology,Pharmaceuticals: Other
SATTVAENGG.NS,Industrial Services,Engineering & Construction
SAURASHCEM.NS,Non-Energy Minerals,Construction Materials
SAVY.NS,Industrial Services,Engineering & Construction
SAWALIYA.NS,Consumer Non-Durables,Food: Specialty/Candy
SAYAJIHOTL.NS,Consumer Services,Hotels/Resorts/Cruise lines
SAYAJIIND.NS,Process Industries,Chemicals: Specialty
SBC.NS,Distribution Services,Wholesale Distributors
SBCL.NS,Non-Energy Minerals,Other Metals/Minerals
SBFC.NS,Finance,Finance/Rental/Leasing
SBGLP.NS,Finance,Real Estate Development
SBICARD.NS,Finance,Finance/Rental/Leasing
SBIFUNDS.NS,Finance,Investment Managers
SBILIFE.NS,Finance,Life/Health Insurance
SBIN.NS,Finance,Regional Banks
SCANSTL.NS,Non-Energy Minerals,Steel
SCHAEFFLER.NS,Producer Manufacturing,Metal Fabrication
SCHAND.NS,Consumer Services,Publishing: Books/Magazines
SCHNEIDER.NS,Producer Manufacturing,Electrical Products
SCI.NS,Transportation,Air Freight/Couriers
SCILAL.NS,Miscellaneous,Miscellaneous
SCML.NS,Producer Manufacturing,Industrial Machinery
SCODATUBES.NS,Non-Energy Minerals,Steel
SCPL.NS,Consumer Non-Durables,Food: Meat/Fish/Dairy
SDBL.NS,Consumer Non-Durables,Beverages: Alcoholic
SDREAMS.NS,Consumer Non-Durables,Apparel/Footwear
SEAMECLTD.NS,Industrial Services,Oilfield Services/Equipment
SECMARK.NS,Technology Services,Information Technology Services
SECURKLOUD.NS,Technology Services,Information Technology Services
SEDEMAC.NS,Producer Manufacturing,Auto Parts: OEM
SEIL.NS,Commercial Services,Miscellaneous Commercial Services
SEITINVIT.NS,Finance,Real Estate Investment Trusts
SEJALLTD.NS,Process Industries,Industrial Specialties
SEKURITIND.NS,Consumer Durables,Home Furnishings
SEL.NS,Electronic Technology,Semiconductors
SELLOWRAP.NS,Producer Manufacturing,Auto Parts: OEM
SELMC.NS,Process Industries,Textiles
SEMAC.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
SENCO.NS,Consumer Durables,Other Consumer Specialties
SENORES.NS,Health Technology,Pharmaceuticals: Major
SEPC.NS,Industrial Services,Engineering & Construction
SERVICE.NS,Commercial Services,Miscellaneous Commercial Services
SERVOTECH.NS,Producer Manufacturing,Electrical Products
SESHAPAPER.NS,Process Industries,Pulp & Paper
SETCO.NS,Producer Manufacturing,Auto Parts: OEM
SETL.NS,Health Technology,Medical Specialties
SETUINFRA.NS,Industrial Services,Engineering & Construction
SEYAIND.NS,Process Industries,Chemicals: Major Diversified
SFL.NS,Process Industries,Industrial Specialties
SFML.NS,Commercial Services,Miscellaneous Commercial Services
SGFIN.NS,Finance,Investment Banks/Brokers
SGIL.NS,Non-Energy Minerals,Steel
SGL.NS,Process Industries,Textiles
SGLRES.NS,Technology Services,Information Technology Services
SGMART.NS,Utilities,Electric Utilities
SGRL.NS,Health Technology,Pharmaceuticals: Major
SHADOWFAX.NS,Technology Services,Packaged Software
SHAH.NS,Non-Energy Minerals,Steel
SHAHALLOYS.NS,Non-Energy Minerals,Steel
SHAILY.NS,Process Industries,Chemicals: Specialty
SHAKTIPUMP.NS,Producer Manufacturing,Industrial Machinery
SHALBY.NS,Health Services,Hospital/Nursing Management
SHALPAINTS.NS,Process Industries,Industrial Specialties
SHANKARA.NS,Retail Trade,Home Improvement Chains
SHANKESH.NS,Consumer Durables,Other Consumer Specialties
SHANTHALA.NS,Distribution Services,Food Distributors
SHANTI.NS,Process Industries,Agricultural Commodities/Milling
SHANTIGEAR.NS,Producer Manufacturing,Auto Parts: OEM
SHANTIGOLD.NS,Consumer Durables,Other Consumer Specialties
SHANTIINOR.NS,Process Industries,Chemicals: Specialty
SHARDACROP.NS,Distribution Services,Wholesale Distributors
SHARDAMOTR.NS,Producer Manufacturing,Auto Parts: OEM
SHARDUL.NS,Finance,Investment Banks/Brokers
SHAREINDIA.NS,Finance,Investment Banks/Brokers
SHBAJRG.NS,Non-Energy Minerals,Steel
SHEEL.NS,Process Industries,Agricultural Commodities/Milling
SHEETAL.NS,Consumer Non-Durables,Food: Specialty/Candy
SHEKHAWATI.NS,Process Industries,Textiles
SHEMAROO.NS,Consumer Services,Movies/Entertainment
SHERA.NS,Producer Manufacturing,Electrical Products
SHERVANI.NS,Finance,Real Estate Development
SHETHJI.NS,Consumer Non-Durables,Food: Major Diversified
SHIGAN.NS,Electronic Technology,Electronic Equipment/Instruments
SHILCTECH.NS,Producer Manufacturing,Electrical Products
SHILGRAVQ.NS,Producer Manufacturing,Industrial Machinery
SHILPAMED.NS,Health Technology,Pharmaceuticals: Major
SHINDL.NS,Process Industries,Agricultural Commodities/Milling
SHIPROCKET.NS,Technology Services,Packaged Software
SHIVAAGRO.NS,Process Industries,Chemicals: Major Diversified
SHIVACEM.NS,Non-Energy Minerals,Construction Materials
SHIVALIK.NS,Process Industries,Chemicals: Agricultural
SHIVAMAUTO.NS,Producer Manufacturing,Auto Parts: OEM
SHIVAMILLS.NS,Process Industries,Textiles
SHIVASHRIT.NS,Consumer Non-Durables,Food: Specialty/Candy
SHIVATEX.NS,Process Industries,Textiles
SHIVAUM.NS,Producer Manufacturing,Metal Fabrication
SHK.NS,Process Industries,Chemicals: Specialty
SHKSIL.NS,Non-Energy Minerals,Steel
SHOPERSTOP.NS,Retail Trade,Department Stores
SHRADDHA.NS,Electronic Technology,Electronic Equipment/Instruments
SHRADHA.NS,Industrial Services,Engineering & Construction
SHREDIGCEM.NS,Non-Energy Minerals,Construction Materials
SHREECEM.NS,Non-Energy Minerals,Construction Materials
SHREEDHAR.NS,Process Industries,Textiles
SHREEJISPG.NS,Transportation,Other Transportation
SHREEKARNI.NS,Process Industries,Textiles
SHREEOSFM.NS,Transportation,Other Transportation
SHREEPUSHK.NS,Process Industries,Chemicals: Specialty
SHREERAMA.NS,Process Industries,Containers/Packaging
SHREMINVIT.NS,Miscellaneous,Investment Trusts/Mutual Funds
SHRENIK.NS,Distribution Services,Wholesale Distributors
SHREYANIND.NS,Process Industries,Pulp & Paper
SHRIAHIMSA.NS,Health Technology,Pharmaceuticals: Other
SHRIKANHA.NS,Non-Energy Minerals,Steel
SHRIKRISH.NS,Finance,Real Estate Development
SHRINGARMS.NS,Consumer Durables,Other Consumer Specialties
SHRIPISTON.NS,Producer Manufacturing,Auto Parts: OEM
SHRIRAMFIN.NS,Finance,Finance/Rental/Leasing
SHRIRAMPPS.NS,Finance,Real Estate Development
SHRITECH.NS,Process Industries,Textiles
SHRJAGP.NS,Process Industries,Textiles
SHUBHLAXMI.NS,Consumer Durables,Other Consumer Specialties
SHUBHSHREE.NS,Process Industries,Chemicals: Specialty
SHUKRAPHAR.NS,Health Technology,Pharmaceuticals: Major
SHYAMCENT.NS,Non-Energy Minerals,Steel
SHYAMDHANI.NS,Consumer Non-Durables,Food: Major Diversified
SHYAMMETL.NS,Producer Manufacturing,Metal Fabrication
SHYAMTEL.NS,Electronic Technology,Telecommunications Equipment
SICAGEN.NS,Distribution Services,Wholesale Distributors
SICALLOG.NS,Transportation,Other Transportation
SIDDHICOTS.NS,Process Industries,Textiles
SIDDHIKA.NS,Industrial Services,Engineering & Construction
SIEL.NS,Process Industries,Containers/Packaging
SIEMENS.NS,Producer Manufacturing,Electrical Products
SIGACHI.NS,Health Technology,Pharmaceuticals: Major
SIGIND.NS,Process Industries,Chemicals: Specialty
SIGMA.NS,Technology Services,Packaged Software
SIGMAADV.NS,Technology Services,Information Technology Services
SIGNATURE.NS,Finance,Real Estate Development
SIGNORIA.NS,Consumer Non-Durables,Apparel/Footwear
SIGNPOST.NS,Commercial Services,Advertising/Marketing Services
SIKA.NS,Electronic Technology,Aerospace & Defense
SIKKO.NS,Process Industries,Chemicals: Agricultural
SIL.NS,Process Industries,Chemicals: Specialty
SILGO.NS,Consumer Durables,Other Consumer Specialties
SILINV.NS,Finance,Financial Conglomerates
SILKFLEX.NS,Distribution Services,Wholesale Distributors
SILKY.NS,Process Industries,Textiles
SILLYMONKS.NS,Consumer Services,Movies/Entertainment
SILVERTUC.NS,Technology Services,Packaged Software
SIMBHALS.NS,Process Industries,Agricultural Commodities/Milling
SIMCA.NS,Commercial Services,Advertising/Marketing Services
SIMPLEXINF.NS,Industrial Services,Engineering & Construction
SIMPLXREA.NS,Consumer Durables,Homebuilding
SINCLAIR.NS,Consumer Services,Hotels/Resorts/Cruise lines
SINDHUTRAD.NS,Transportation,Air Freight/Couriers
SINGERIND.NS,Consumer Durables,Electronics/Appliances
SINTERCOM.NS,Producer Manufacturing,Auto Parts: OEM
SIRCA.NS,Process Industries,Industrial Specialties
SIS.NS,Commercial Services,Miscellaneous Commercial Services
SITINET.NS,Consumer Services,Cable/Satellite TV
SIYSIL.NS,Process Industries,Textiles
SJLOGISTIC.NS,Transportation,Airlines
SJS.NS,Producer Manufacturing,Auto Parts: OEM
SJVN.NS,Utilities,Electric Utilities
SKFINDIA.NS,Producer Manufacturing,Metal Fabrication
SKFINDUS.NS,Producer Manufacturing,Auto Parts: OEM
SKIL.NS,Industrial Services,Engineering & Construction
SKIPPER.NS,Producer Manufacturing,Metal Fabrication
SKMEGGPROD.NS,Process Industries,Agricultural Commodities/Milling
SKP.NS,Producer Manufacturing,Metal Fabrication
SKYGOLD.NS,Consumer Durables,Other Consumer Specialties
SKYTECH.NS,Electronic Technology,Electronic Production Equipment
SKYWAYS.NS,Transportation,Airlines
SLONE.NS,Distribution Services,Electronics Distributors
SMARTEN.NS,Producer Manufacturing,Electrical Products
SMARTLINK.NS,Electronic Technology,Telecommunications Equipment
SMARTWORKS.NS,Finance,Real Estate Development
SMCGLOBAL.NS,Finance,Investment Banks/Brokers
SMLMAH.NS,Consumer Durables,Motor Vehicles
SMLT.NS,Non-Energy Minerals,Steel
SMSPHARMA.NS,Health Technology,Pharmaceuticals: Major
SNEHAA.NS,Industrial Services,Environmental Services
SNOWMAN.NS,Commercial Services,Miscellaneous Commercial Services
SOBHA.NS,Finance,Real Estate Development
SOCL.NS,Process Industries,Industrial Specialties
SOFTTECH.NS,Technology Services,Packaged Software
SOLARA.NS,Health Technology,Pharmaceuticals: Major
SOLARINDS.NS,Process Industries,Industrial Specialties
SOLARWORLD.NS,Industrial Services,Engineering & Construction
SOLEX.NS,Producer Manufacturing,Building Products
SOMANYCERA.NS,Producer Manufacturing,Building Products
SOMATEX.NS,Process Industries,Textiles
SOMICONVEY.NS,Producer Manufacturing,Miscellaneous Manufacturing
SONACOMS.NS,Producer Manufacturing,Auto Parts: OEM
SONAL.NS,Finance,Finance/Rental/Leasing
SONAMAC.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
SONAMLTD.NS,Consumer Durables,Other Consumer Specialties
SONATSOFTW.NS,Technology Services,Information Technology Services
SONUINFRA.NS,Industrial Services,Engineering & Construction
SOTL.NS,Process Industries,Chemicals: Specialty
SOUTHBANK.NS,Finance,Major Banks
SOUTHWEST.NS,Energy Minerals,Coal
SPAL.NS,Consumer Non-Durables,Apparel/Footwear
SPANDANA.NS,Finance,Finance/Rental/Leasing
SPARC.NS,Health Technology,Pharmaceuticals: Major
SPCENET.NS,Commercial Services,Advertising/Marketing Services
SPCL.NS,Producer Manufacturing,Electrical Products
SPCON.NS,Industrial Services,Engineering & Construction
SPEB.NS,Process Industries,Industrial Specialties
SPECIALITY.NS,Consumer Services,Restaurants
SPECTRUM.NS,Electronic Technology,Electronic Equipment/Instruments
SPECTSTM.NS,Commercial Services,Personnel Services
SPELS.NS,Electronic Technology,Semiconductors
SPENCERS.NS,Retail Trade,Food Retail
SPIC.NS,Process Industries,Chemicals: Agricultural
SPLIL.NS,Consumer Non-Durables,Apparel/Footwear
SPLPETRO.NS,Process Industries,Industrial Specialties
SPMLINFRA.NS,Industrial Services,Engineering & Construction
SPORTKING.NS,Process Industries,Textiles
SPPPOLY.NS,Process Industries,Textiles
SPRL.NS,Non-Energy Minerals,Construction Materials
SPUNWEB.NS,Process Industries,Textiles
SRD.NS,Distribution Services,Wholesale Distributors
SREEL.NS,Retail Trade,Apparel/Footwear Retail
SRF.NS,Process Industries,Industrial Specialties
SRGHFL.NS,Finance,Finance/Rental/Leasing
SRHHYPOLTD.NS,Process Industries,Chemicals: Specialty
SRIKPRIND.NS,Non-Energy Minerals,Construction Materials
SRIVASAVI.NS,Process Industries,Industrial Specialties
SRM.NS,Industrial Services,Engineering & Construction
SRTL.NS,Process Industries,Textiles
SSDL.NS,Distribution Services,Wholesale Distributors
SSEGL.NS,Industrial Services,Engineering & Construction
SSFL.NS,Consumer Non-Durables,Food: Specialty/Candy
SSWL.NS,Producer Manufacturing,Auto Parts: OEM
STALLION.NS,Distribution Services,Wholesale Distributors
STANLEY.NS,Consumer Durables,Home Furnishings
STAR.NS,Health Technology,Pharmaceuticals: Major
STARCEMENT.NS,Non-Energy Minerals,Construction Materials
STARHEALTH.NS,Finance,Life/Health Insurance
STARPAPER.NS,Process Industries,Pulp & Paper
STARTECK.NS,Finance,Finance/Rental/Leasing
STCINDIA.NS,Distribution Services,Food Distributors
STEELCAS.NS,Non-Energy Minerals,Steel
STEELCITY.NS,Finance,Investment Banks/Brokers
STEELXIND.NS,Non-Energy Minerals,Steel
STEL.NS,Finance,Financial Conglomerates
STERTOOLS.NS,Producer Manufacturing,Metal Fabrication
STLNETWORK.NS,Communications,Major Telecommunications
STLSTRINF.NS,Finance,Real Estate Development
STLTECH.NS,Technology Services,Information Technology Services
STOVEKRAFT.NS,Consumer Durables,Electronics/Appliances
STRIDERS.NS,Consumer Durables,Recreational Products
STUDDS.NS,Consumer Durables,Recreational Products
STUDIOLSD.NS,Consumer Services,Movies/Entertainment
STYL.NS,Technology Services,Packaged Software
STYLAMIND.NS,Non-Energy Minerals,Forest Products
STYLEBAAZA.NS,Retail Trade,Apparel/Footwear Retail
STYRENIX.NS,Process Industries,Chemicals: Specialty
SUBAHOTELS.NS,Consumer Services,Hotels/Resorts/Cruise lines
SUBEXLTD.NS,Technology Services,Packaged Software
SUBROS.NS,Producer Manufacturing,Industrial Machinery
SUDARCOLOR.NS,Process Industries,Chemicals: Major Diversified
SUDARSCHEM.NS,Process Industries,Chemicals: Specialty
SUDEEPPHRM.NS,Health Technology,Pharmaceuticals: Other
SUKHJITS.NS,Consumer Non-Durables,Food: Specialty/Candy
SULA.NS,Process Industries,Agricultural Commodities/Milling
SUMAX.NS,Producer Manufacturing,Auto Parts: OEM
SUMEDHA.NS,Finance,Investment Banks/Brokers
SUMEETINDS.NS,Process Industries,Textiles
SUMICHEM.NS,Process Industries,Chemicals: Agricultural
SUMIT.NS,Finance,Real Estate Development
SUMMITSEC.NS,Miscellaneous,Investment Trusts/Mutual Funds
SUNCLAY.NS,Producer Manufacturing,Auto Parts: OEM
SUNDARAM.NS,Producer Manufacturing,Office Equipment/Supplies
SUNDARMFIN.NS,Finance,Finance/Rental/Leasing
SUNDRMBRAK.NS,Producer Manufacturing,Auto Parts: OEM
SUNDRMFAST.NS,Producer Manufacturing,Auto Parts: OEM
SUNDROP.NS,Process Industries,Agricultural Commodities/Milling
SUNFLAG.NS,Non-Energy Minerals,Steel
SUNLITE.NS,Non-Energy Minerals,Other Metals/Minerals
SUNLOC.NS,Health Technology,Pharmaceuticals: Major
SUNPHARMA.NS,Health Technology,Pharmaceuticals: Major
SUNRAKSHAK.NS,Process Industries,Textiles
SUNREST.NS,Health Technology,Pharmaceuticals: Major
SUNSHIEL.NS,Process Industries,Chemicals: Major Diversified
SUNSHINE.NS,Consumer Services,Movies/Entertainment
SUNTECH.NS,Industrial Services,Engineering & Construction
SUNTECK.NS,Finance,Real Estate Development
SUNTV.NS,Consumer Services,Broadcasting
SUPERHOUSE.NS,Consumer Non-Durables,Apparel/Footwear
SUPERSPIN.NS,Process Industries,Textiles
SUPRAJIT.NS,Producer Manufacturing,Auto Parts: OEM
SUPREME.NS,Finance,Real Estate Development
SUPREMEENG.NS,Non-Energy Minerals,Steel
SUPREMEIND.NS,Producer Manufacturing,Miscellaneous Manufacturing
SUPREMEINF.NS,Industrial Services,Engineering & Construction
SUPREMEPWR.NS,Producer Manufacturing,Electrical Products
SUPRIYA.NS,Health Technology,Pharmaceuticals: Major
SUPTANERY.NS,Process Industries,Textiles
SURAJEST.NS,Industrial Services,Engineering & Construction
SURAJLTD.NS,Non-Energy Minerals,Steel
SURAKSHA.NS,Health Services,Medical/Nursing Services
SURANASOL.NS,Electronic Technology,Semiconductors
SURANAT&P.NS,Distribution Services,Wholesale Distributors
SURANI.NS,Non-Energy Minerals,Steel
SURYALA.NS,Process Industries,Textiles
SURYALAXMI.NS,Process Industries,Textiles
SURYAROSNI.NS,Non-Energy Minerals,Steel
SURYODAY.NS,Finance,Regional Banks
SUTLEJTEX.NS,Process Industries,Textiles
SUVEN.NS,Health Technology,Pharmaceuticals: Major
SUVIDHAA.NS,Commercial Services,Miscellaneous Commercial Services
SUYOG.NS,Industrial Services,Engineering & Construction
SUZLON.NS,Producer Manufacturing,Electrical Products
SVGLOBAL.NS,Finance,Real Estate Development
SVLL.NS,Transportation,Air Freight/Couriers
SVPGLOB.NS,Distribution Services,Wholesale Distributors
SWANCORP.NS,Utilities,Electric Utilities
SWANDEF.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
SWARAJ.NS,Process Industries,Textiles
SWARAJENG.NS,Producer Manufacturing,Auto Parts: OEM
SWARNSAR.NS,Consumer Durables,Other Consumer Specialties
SWASTIK.NS,Producer Manufacturing,Industrial Machinery
SWELECTES.NS,Producer Manufacturing,Electrical Products
SWIGGY.NS,Transportation,Air Freight/Couriers
SWISSMLTRY.NS,Distribution Services,Wholesale Distributors
SWSOLAR.NS,Industrial Services,Engineering & Construction
SYLVANPLY.NS,Non-Energy Minerals,Forest Products
SYMBIOTEC.NS,Health Technology,Pharmaceuticals: Major
SYMPHONY.NS,Producer Manufacturing,Industrial Machinery
SYNCOMF.NS,Health Technology,Pharmaceuticals: Major
SYNGENE.NS,Commercial Services,Miscellaneous Commercial Services
SYNOPTICS.NS,Technology Services,Information Technology Services
SYRMA.NS,Electronic Technology,Electronic Production Equipment
SYSTANGO.NS,Technology Services,Packaged Software
SYSTMTXC.NS,Finance,Investment Banks/Brokers
TAALTECH.NS,Transportation,Airlines
TAC.NS,Technology Services,Packaged Software
TAINWALCHM.NS,Process Industries,Containers/Packaging
TAJGVK.NS,Consumer Services,Hotels/Resorts/Cruise lines
TAKE.NS,Technology Services,Information Technology Services
TALBROAUTO.NS,Producer Manufacturing,Industrial Machinery
TAMBOLIIN.NS,Finance,Investment Banks/Brokers
TANAA.NS,Electronic Technology,Aerospace & Defense
TANKUP.NS,Producer Manufacturing,Industrial Machinery
TANLA.NS,Technology Services,Information Technology Services
TAPIFRUIT.NS,Consumer Non-Durables,Food: Specialty/Candy
TARACHAND.NS,Finance,Finance/Rental/Leasing
TARAPUR.NS,Producer Manufacturing,Electrical Products
TARC.NS,Finance,Real Estate Development
TARIL.NS,Producer Manufacturing,Electrical Products
TARMAT.NS,Industrial Services,Engineering & Construction
TARSONS.NS,Process Industries,Containers/Packaging
TASTYBITE.NS,Consumer Non-Durables,Food: Specialty/Candy
TATACAP.NS,Finance,Finance/Rental/Leasing
TATACHEM.NS,Process Industries,Chemicals: Agricultural
TATACOMM.NS,Communications,Major Telecommunications
TATACONSUM.NS,Consumer Non-Durables,Food: Specialty/Candy
TATAELXSI.NS,Technology Services,Information Technology Services
TATAINVEST.NS,Finance,Investment Banks/Brokers
TATAPOWER.NS,Utilities,Electric Utilities
TATASTEEL.NS,Non-Energy Minerals,Steel
TATATECH.NS,Technology Services,Packaged Software
TATVA.NS,Process Industries,Chemicals: Specialty
TAURIAN.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
TBI.NS,Process Industries,Agricultural Commodities/Milling
TBOTEK.NS,Technology Services,Internet Software/Services
TBZ.NS,Consumer Durables,Other Consumer Specialties
TCC.NS,Distribution Services,Wholesale Distributors
TCI.NS,Transportation,Trucking
TCIEXP.NS,Transportation,Air Freight/Couriers
TCIFINANCE.NS,Finance,Finance/Rental/Leasing
TCL.NS,Producer Manufacturing,Auto Parts: OEM
TCPLPACK.NS,Commercial Services,Commercial Printing/Forms
TCS.NS,Technology Services,Information Technology Services
TDPOWERSYS.NS,Producer Manufacturing,Electrical Products
TEAMGTY.NS,Finance,Financial Conglomerates
TEAMLEASE.NS,Commercial Services,Personnel Services
TEAMTECH.NS,Producer Manufacturing,Metal Fabrication
TECHD.NS,Technology Services,Packaged Software
TECHERA.NS,Producer Manufacturing,Metal Fabrication
TECHLABS.NS,Distribution Services,Electronics Distributors
TECHM.NS,Technology Services,Information Technology Services
TECHNOCRAF.NS,Industrial Services,Engineering & Construction
TECHNOE.NS,Industrial Services,Engineering & Construction
TECHNVISN.NS,Technology Services,Data Processing Services
TECILCHEM.NS,Process Industries,Chemicals: Major Diversified
TEGA.NS,Distribution Services,Wholesale Distributors
TEJA.NS,Industrial Services,Engineering & Construction
TEJASCARGO.NS,Transportation,Air Freight/Couriers
TEJASNET.NS,Electronic Technology,Telecommunications Equipment
TEMBO.NS,Producer Manufacturing,Metal Fabrication
TEMPSENS.NS,Electronic Technology,Electronic Equipment/Instruments
TENNIND.NS,Producer Manufacturing,Auto Parts: OEM
TERAI.NS,Consumer Non-Durables,Food: Major Diversified
TERASOFT.NS,Technology Services,Information Technology Services
TEXINFRA.NS,Utilities,Electric Utilities
TEXMOPIPES.NS,Producer Manufacturing,Miscellaneous Manufacturing
TEXRAIL.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
TFCILTD.NS,Finance,Finance/Rental/Leasing
TFL.NS,Finance,Investment Banks/Brokers
TGBHOTELS.NS,Consumer Services,Hotels/Resorts/Cruise lines
TGL.NS,Industrial Services,Engineering & Construction
TGVSL.NS,Process Industries,Chemicals: Specialty
THACKER.NS,Finance,Finance/Rental/Leasing
THAKDEV.NS,Consumer Durables,Homebuilding
