Ticker,Current_Price,High_52W,Pct_From_High,Avg_Volume,Return_1W,Return_1M,Return_3M,Return_6M,RS_Composite,EMA_10,EMA_20,SMA_50,SMA_100,SMA_200,Days_Since_Peak,Max_Base_DD,Prior_Leg_Gain,Vol_Dry_Up,RS_Percentile,Sector,Industry
UNIHEALTH.NS,724.9500122070312,820.0,-11.591461925971803,37614.91935483871,1.02425262975967,0.6944926613269065,53.16924379979901,107.81138011272216,0.5931664898026993,721.5192580685259,723.3995877123718,727.0000012207031,606.3445004272461,468.65700073242186,26,-20.36585365853658,72.58518656792052,True,90,Health Services,Medical/Nursing Services
TATVA.NS,1608.699951171875,1835.884327566065,-12.374656343157575,124161.18650793651,-4.042814979621657,-5.788408798811451,35.815948230596085,40.03143103660791,0.25195393626097534,1646.4266967701428,1644.6320795178128,1611.2982568359375,1418.6303540039062,1339.2429541015624,29,-14.933897294240762,55.32363288445523,True,74,Process Industries,Chemicals: Specialty
SANDHAR.NS,618.5999755859375,758.3330403781767,-18.426345332725457,318752.2988047809,-0.8409372968356088,-0.6272699266740567,-11.954438993447013,26.770542841120083,0.06912337723395558,628.626761833047,633.3513434645431,633.1270129394532,626.6568347167969,571.3899369812011,64,-24.6593308778153,40.47548293754395,True,50,Consumer Durables,Motor Vehicles
