Ticker,Current_Price,High_52W,Pct_From_High,Avg_Volume,Return_1W,Return_1M,Return_3M,Return_6M,RS_Composite,RS_Percentile
TBZ.NS,555.2999877929688,555.2999877929688,0.0,1243252.075697211,82.89522142338492,104.80246194212901,233.00224175382945,328.43733639488886,2.305256216148687,99
MODISONLTD.NS,489.75,546.0,-10.3021978021978,115437.49003984063,-1.942138746612021,67.23578275319714,54.152532368363595,282.2844673518972,1.424124893272462,99
STLTECH.NS,825.5999755859375,825.5999755859375,0.0,3998541.207171315,13.33653123082048,29.222091726025234,41.77041473303944,373.82917215204526,1.69240864749017,99
SIGMAADV.NS,743.0,801.0,-7.240948813982517,281905.0557768924,-4.798515167054262,5.547267151901725,54.06946604458269,387.30897491401856,1.7177403169265717,99
KABRAEXTRU.NS,672.0,677.75,-0.8483954260420479,104620.76892430279,15.982045509850007,31.5712187958884,194.85322680099705,184.926852918993,1.40339157518059,99
BODALCHEM.NS,177.7100067138672,185.0,-3.9405369114231426,537205.448,49.47431039295649,157.6253958619219,157.6253958619219,296.585586403912,2.023943635318214,99
SETL.NS,392.04998779296875,410.70001220703125,-4.541033323529864,550230.564,6.1028383742811165,39.51956860959742,154.44573152513516,222.4360552684676,1.4382233912427518,99
CYIENTDLM.NS,911.0,924.3499755859375,-1.4442555242645039,637190.3625498008,8.066429418742583,32.88600630463661,108.68171468877384,216.26455080941244,1.2649417893319872,98
MOREPENLAB.NS,121.33000183105469,122.55000305175781,-0.9955130071990892,8499042.817460317,17.057404770767427,53.271849694380876,156.56586906771835,198.47477804844038,1.3871978235564457,98
SHILPAMED.NS,956.6500244140625,980.0999755859375,-2.3926080763195468,865534.5753968254,7.592524227232067,18.53764570890617,77.64698041862962,182.66667388042475,1.0082754524226323,98
JINDWORLD.NS,56.79999923706055,61.9900016784668,-8.372321827519935,6370917.178571428,34.980980906570736,52.442302189355814,105.7970958406048,149.78012229006984,1.0563773619673762,98
BLISSGVS.NS,703.0,722.0999755859375,-2.6450597191114866,2402475.657370518,13.984596676124838,47.20972002302095,65.87219391948713,244.85985855537012,1.2854600527021085,98
CUPID.NS,278.04998779296875,299.0,-7.006693045829849,29147779.888888888,1.0907108282651956,5.839137009188966,79.17901850524038,199.46148881248084,1.0481519956122873,98
PVP.NS,64.5,71.9000015258789,-10.292074226473325,1359791.8366533865,-0.8607402084351623,86.0398136904838,108.94071346452785,145.71428571428572,1.0808981704232592,98
WELCORP.NS,2610.0,2676.0,-2.4663677130044803,940815.0515873015,2.2086427078192417,41.19556397078712,88.47461416075409,222.77413002738152,1.2411201332411819,98
MENONBE.NS,310.0,323.95001220703125,-4.306223701611101,106000.684,8.010170186450583,30.608802202768626,91.6926118629769,166.27146539569657,1.009391471763705,98
HFCL.NS,253.0,256.70001220703125,-1.4413759373128276,29099453.373015873,6.913455312942851,18.79607388357638,54.5698993896857,262.41227452794146,1.2578643993609187,98
IOLCP.NS,213.47000122070312,219.0399932861328,-2.542910991671543,3458830.9603174604,12.069511764400055,29.6428983803221,66.98217094475349,194.1168308559701,1.0487691447831853,98
PRIZOR.NS,1200.4000244140625,1200.4000244140625,0.0,25143.548387096773,10.39175992854049,36.945986096754524,52.451103275915024,211.83270199988235,1.088967849949324,98
INDSWFTLAB.NS,393.45001220703125,401.45001220703125,-1.992776125729534,823721.32,7.832931584485192,72.25603340432858,141.5878734695419,181.4377708284922,1.3028597021157369,98
SBCL.NS,1105.9000244140625,1215.699951171875,-9.031827849624474,345025.964,3.3551424686039777,20.32934218229041,55.089287930572574,167.91898138221973,0.8809576161537815,97
E2E.NS,621.5,698.0,-10.95988538681948,1449467.326693227,0.4444444444444473,8.002430587559228,60.01545050632544,169.42085128011638,0.8741790622590049,97
FCL.NS,58.36000061035156,59.5,-1.9159653607536797,12311597.98015873,19.64025787832291,37.42729557085187,57.76489749685629,158.61149206427555,0.9022355097676978,97
AVALON.NS,2326.0,2400.0,-3.083333333333338,369381.80876494024,-1.9930075361301425,18.353429105492268,51.778140293637854,157.07338985201469,0.8183418309638266,97
UFBL.NS,710.2000122070312,850.0,-16.447057387408094,201011.0,-2.391418906370091,-12.060421783475128,26.73090315254627,198.981237804258,0.8496053982013506,97
BIRLACABLE.NS,339.8999938964844,376.54998779296875,-9.733101868173454,74993.324,9.694704048616964,33.7083454307398,76.76056231853836,145.93218067283206,0.8911218045570399,97
TFCILTD.NS,142.99000549316406,147.64999389648438,-3.1561047043370483,8926606.848605577,2.194116183815198,22.350970896349807,93.71689900584354,125.71911137274947,0.8309232004850433,97
SUDEEPPHRM.NS,1328.5,1362.9000244140625,-2.5240313887918364,555684.5897435897,9.820621114602801,38.739493179047926,81.95912993915955,138.58896050505197,0.8875328393103852,97
AVADHSUGAR.NS,827.6500244140625,884.7999877929688,-6.459082749476552,110444.768,-3.2327795830156325,37.70069731690035,85.05577206080785,119.54297747785927,0.8055078411446458,97
RPEL.NS,1704.4000244140625,1943.699951171875,-12.311567256743317,98343.86,-3.7714503500079655,35.646639428098894,48.256019218090685,149.04499674434257,0.8084698731378321,97
SUVEN.NS,374.79998779296875,403.3500061035156,-7.078224340777572,794951.7569721115,-4.399949123097347,17.713566261819924,39.4345256003664,175.83159723625923,0.8526571491466786,97
KSHINTL.NS,1114.050048828125,1145.050048828125,-2.707305242397595,430307.0617977528,17.633711333900948,23.797090632762075,34.86472553611817,197.35755157544097,0.9592522755095435,97
BLUSPRING.NS,130.1199951171875,139.8000030517578,-6.924182920787569,537967.136,2.9430328689885155,15.940471554079005,51.16170114931933,166.36642616502888,0.8537747840852201,97
YASHO.NS,4047.800048828125,4994.0,-18.946735105564173,32341.409638554218,-3.8184614749168344,-2.526070786491752,63.56706423768787,158.7860221303886,0.8169746781867178,97
AEROFLEX.NS,550.9500122070312,570.5,-3.426816440485325,1973533.0119521911,4.862959003753886,29.300634666779345,33.17395417292204,155.67867432240342,0.7857007881456924,96
MMP.NS,478.5,485.0,-1.3402061855670055,40162.41767068273,22.233884713467567,47.41125444586836,84.51151746026666,106.5226269192463,0.7966814536629894,96
INDOTECH.NS,3616.199951171875,4030.0,-10.267991286057686,37752.392,-2.3519589692391207,-4.651166533307494,40.71364989250743,173.74715754518357,0.8054752878224025,96
