Ticker,Current_Price,High_52W,Pct_From_High,Avg_Volume,Return_1W,Return_1M,Return_3M,Return_6M,RS_Composite,EMA_10,EMA_20,SMA_50,SMA_100,SMA_200,RS_Percentile
TEXINFRA.NS,120.33999633789062,121.29000091552734,-0.783250532167401,144930.25702811245,8.331507570744922,6.062089866168363,21.775789683354606,33.45568940060109,0.21960581395554982,114.13133386091621,112.68679882228692,112.45209716796874,106.28977348327636,101.9427640914917,70
INDIQUBE.NS,201.85000610351562,243.8000030517578,-17.2067253581356,118609.38152610442,6.20889390280317,8.802286252145564,34.39643306635109,21.545129885761693,0.21318328514919435,195.09447644477717,191.02500048487096,180.6797998046875,173.4177003479004,177.59625053405762,69
ADANIENT.NS,3003.39990234375,3245.0,-7.445303471687215,1801372.9442231075,4.870980298083616,-0.21927234738372547,3.2983629352966393,50.500510184139124,0.21632956514576257,2970.280464641439,2991.5516623810167,3055.9700048828126,2907.485478515625,2520.2753747558595,69
PRECWIRE.NS,471.79998779296875,524.9000244140625,-10.116219118177494,990748.6175298805,-5.12768964929392,8.885299119462541,21.78698572770912,33.995042511516814,0.21398403581882577,472.24838798587956,457.1622072600277,413.61231689453126,412.5278109741211,342.2643299102783,69
IONEXCHANG.NS,441.8500061035156,484.3644916198611,-8.77737452928562,433397.9920318725,15.63726748117691,16.39326365594158,28.28181357374302,19.968061085142573,0.21314147985485943,406.5361078497317,396.2242116683841,403.385234375,393.9434652709961,377.7256520080566,69
STYLAMIND.NS,3354.10009765625,4150.0,-19.178310899849393,69515.124,-3.1866041952301916,-5.1576389747985285,7.6066762161132395,51.59088627037309,0.21568169158500483,3403.522675552087,3449.556753742563,3417.589990234375,3102.756989746094,2648.4760040283204,69
MANINFRA.NS,130.35000610351562,158.88561185773062,-17.959842568857876,1254323.828,4.648369186261592,14.704335448447136,18.306412908398162,31.564350519242712,0.21523368088532122,122.73041884888325,117.99459762182049,108.16759979248047,111.73907913208008,111.4387336730957,69
SASKEN.NS,1844.0999755859375,2760.488858956468,-33.196615896394086,78961.28514056225,-2.916558273970127,-3.983130322422368,-17.878154396517353,69.64446779208482,0.21406058905997233,1885.9377906780057,1898.1900073374807,1929.2499389648438,1900.5331323242187,1577.211383666992,69
RBLBANK.NS,417.0,419.1000061035156,-0.501075178461563,6791100.039840638,9.592641261498036,6.92572924931234,16.424283926107066,35.56407996186339,0.21497327138589747,401.4406681968364,393.6379776545704,378.85797424316405,362.05007202148437,334.56876190185545,69
DVL.NS,290.04998779296875,373.3187363457356,-22.30500118152402,33964.91129032258,6.253196615006207,8.77982906049426,21.553716175601668,31.201445370232904,0.21327978474373135,284.03352674847736,277.57881500093526,257.2657504272461,249.72158233642577,251.2361289215088,69
